RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Balance,Exited
306,15659040,User_305,475,Germany,Male,42,5,1,1,1,4354.518751223473,105704.1690325325,0
307,15612183,User_306,588,Spain,Female,36,10,1,1,1,91612.35352449262,86585.63498775626,1
308,15760371,User_307,356,France,Female,46,5,1,1,0,45056.5095892856,145927.5195603341,1
309,15743946,User_308,813,France,Male,29,6,2,0,0,19347.06378295689,38596.52143634985,0
310,15716336,User_309,802,Spain,Female,34,1,2,1,0,67854.43946049928,128221.66974260243,1
311,15632711,User_310,621,France,Male,50,5,1,1,1,78390.25856599855,104782.64739134008,0
312,15605539,User_311,734,France,Male,56,8,2,1,0,196330.1946170906,89283.38174226714,0
313,15784423,User_312,720,Germany,Female,49,8,2,1,0,91054.52773467178,148957.9435700461,0
314,15792339,User_313,386,Spain,Male,37,1,2,1,1,193514.91409384465,128370.58713792206,0
315,15779426,User_314,836,France,Male,18,4,1,1,1,146480.8036157801,75468.54761681904,0
316,15726063,User_315,560,France,Female,45,6,2,0,0,50624.680135728835,69693.62092552354,0
317,15733629,User_316,514,France,Female,43,4,2,1,1,140395.96584898033,127082.2653300997,0
318,15638360,User_317,474,Spain,Female,43,2,2,0,0,80537.48096080439,0.0,0
319,15733272,User_318,686,Germany,Female,23,0,1,0,1,115859.49759508659,82659.24578753003,0
320,15799569,User_319,541,Spain,Male,34,6,2,0,1,103857.97911901963,131472.6876332122,0
321,15778047,User_320,567,France,Male,56,7,1,1,1,186364.06641258244,0.0,0
322,15621357,User_321,563,France,Female,27,5,1,1,1,25950.33448488091,117487.58153041621,0
323,15719121,User_322,411,Germany,Male,43,6,1,0,0,88792.43458246163,120508.064560477,0
324,15677505,User_323,677,Germany,Female,31,8,1,1,0,16242.990251075418,149737.66857168503,0
325,15602869,User_324,794,Spain,Male,43,1,1,1,0,50955.82336931415,100626.85961234517,1
326,15792207,User_325,730,France,Male,36,4,2,1,0,15377.165523837457,117975.50797848291,0
327,15650108,User_326,510,Spain,Male,50,2,4,0,1,187740.1829796178,0.0,1
328,15712296,User_327,415,Germany,Female,38,1,1,0,0,62984.72285653684,94866.50455490629,0
329,15694179,User_328,635,Spain,Male,47,2,2,0,0,156260.6884358085,109191.92069760733,0
330,15690272,User_329,588,Spain,Female,59,3,1,1,1,149710.39328332228,65894.33272503289,0
331,15638467,User_330,369,France,Female,47,1,1,1,1,28087.03308326531,0.0,0
332,15623328,User_331,537,France,Female,43,1,1,0,1,28218.99013748429,121070.02409476576,0
333,15691412,User_332,431,France,Male,49,7,2,1,0,75595.5645705827,0.0,0
334,15735059,User_333,712,Germany,Male,43,2,1,1,1,113721.25388016616,56540.19871532593,0
335,15658871,User_334,551,Spain,Female,31,2,2,1,1,85350.7314889692,87099.42285206716,0
336,15753471,User_335,757,Germany,Male,29,3,1,1,0,153593.84900641826,110806.28545675043,1
337,15728391,User_336,481,France,Male,44,10,2,1,0,107193.42034684401,87183.69602729955,1
338,15777286,User_337,386,Germany,Male,31,4,1,1,0,176370.91199750526,121263.87925363342,1
339,15686416,User_338,481,Germany,Male,30,2,2,1,1,118483.84112793086,54217.11020405283,0
340,15670271,User_339,426,France,Male,36,5,1,0,0,118477.9804020954,0.0,1
341,15644064,User_340,438,Germany,Female,20,9,2,0,1,131939.56601743025,112804.38324127652,0
342,15707450,User_341,810,France,Female,31,2,1,1,0,120604.83592631013,82205.96162216767,0
343,15771890,User_342,751,France,Male,30,7,2,1,0,122427.46466342745,81084.49417659783,0
344,15776597,User_343,602,France,Female,62,3,2,1,0,89947.4992598226,0.0,0
345,15619830,User_344,693,Germany,Male,45,4,1,1,0,18118.333972205462,108751.69734013059,0
346,15748501,User_345,543,Germany,Male,33,2,2,0,1,73787.54323593843,119665.96988162279,1
347,15737965,User_346,525,France,Female,30,4,2,1,1,153662.97628093488,135836.3113316871,0
348,15716381,User_347,382,Spain,Male,18,10,1,1,0,7607.17218160846,102427.60134908186,0
349,15647333,User_348,407,Spain,Female,23,6,4,1,1,138129.45902672713,0.0,0
350,15734508,User_349,816,Germany,Female,21,2,2,1,0,196171.47493040343,128832.96575175686,0
351,15676213,User_350,550,France,Female,28,2,1,1,1,87198.19772242566,151824.92825630316,0
352,15736967,User_351,377,Spain,Male,37,0,2,1,1,42490.59662663319,123646.82643237572,0
353,15750810,User_352,384,Spain,Male,36,1,1,1,0,4611.087213366449,0.0,0
354,15630746,User_353,836,France,Male,29,3,2,1,1,170952.0524020428,0.0,0
355,15649377,User_354,474,France,Male,37,8,1,1,1,29485.767814201943,50161.2907942672,0
356,15779476,User_355,743,Spain,Male,23,2,2,1,0,8639.027351394661,0.0,0
357,15654045,User_356,670,France,Female,42,9,1,0,1,97092.8326771282,78439.81876894351,0
358,15697888,User_357,391,Germany,Male,45,4,2,0,1,76352.6791938345,138578.08432513935,0
359,15770862,User_358,434,France,Female,42,8,1,1,1,191961.95485078153,139409.5258059142,0
360,15707455,User_359,742,Germany,Male,48,3,1,1,1,92510.21201371991,125697.24254882878,0
361,15736672,User_360,537,France,Female,22,3,1,1,1,167087.82631657846,0.0,0
362,15693179,User_361,460,France,Female,38,5,2,1,0,186399.51436943247,0.0,0
363,15771836,User_362,620,France,Female,28,6,1,1,0,36856.73062115271,0.0,0
364,15645714,User_363,832,Germany,Male,26,10,2,0,1,69272.30507914517,109411.3360164276,0
365,15787907,User_364,790,Germany,Female,23,5,1,1,0,184656.36988585314,106972.31860589249,1
366,15702946,User_365,674,France,Male,62,10,1,1,0,111177.01882554436,0.0,0
367,15709616,User_366,454,France,Male,47,3,2,0,0,64544.47885560537,0.0,0
368,15705983,User_367,755,Spain,Female,54,6,2,1,0,104107.06200670594,0.0,1
369,15787563,User_368,669,France,Female,41,10,2,1,0,146236.23800362172,117138.29867923542,0
370,15724123,User_369,390,Germany,Female,29,9,2,1,0,123672.5174982215,90302.05345023822,1
371,15749661,User_370,564,France,Male,44,2,1,1,1,186718.9714126696,51874.89520134512,1
372,15643484,User_371,420,Spain,Female,61,2,1,0,1,192596.27164413984,0.0,0
373,15682989,User_372,405,Spain,Female,43,6,1,0,1,142295.10964598611,99712.86337337158,0
374,15636212,User_373,756,Germany,Male,36,5,3,1,1,132746.09928117855,85427.0652670384,0
375,15643525,User_374,585,Spain,Female,40,1,2,1,0,2721.8337176211,122781.00978291265,0
376,15778274,User_375,630,France,Male,49,0,1,1,1,156741.51666917486,103529.45353758101,0
377,15763707,User_376,824,France,Male,37,5,2,1,0,99893.23718593668,145235.66631372678,0
378,15663208,User_377,454,Spain,Female,36,8,2,1,1,174929.09809835802,155066.68250322915,0
379,15633828,User_378,739,Spain,Male,31,2,1,1,0,186622.5579689563,124622.16679888727,0
380,15749783,User_379,724,Germany,Male,41,8,1,0,0,73807.33467378048,120267.11913325638,0
381,15603420,User_380,511,Spain,Male,25,5,1,0,1,181094.1424041722,62949.99160289173,0
382,15696752,User_381,540,Spain,Female,34,3,3,0,0,131917.01374507675,96569.25289036488,1
383,15731373,User_382,358,France,Male,36,9,1,0,0,85625.43768257665,93758.00742094824,0
384,15776308,User_383,409,France,Male,27,9,2,1,1,10164.22709207866,0.0,0
385,15715294,User_384,730,France,Female,37,9,2,1,1,148433.0729731581,99342.03375541518,0
386,15797307,User_385,654,France,Male,47,1,2,0,0,178642.95380926065,102302.12227218552,0
387,15785312,User_386,574,Spain,Female,52,8,1,0,1,116465.5027587021,102572.47214668145,1
388,15724019,User_387,656,France,Male,35,4,1,1,0,80578.63532773098,0.0,0
389,15665726,User_388,537,France,Male,33,4,2,1,1,90298.83852482666,133391.69568143736,1
390,15741564,User_389,419,France,Male,35,1,1,1,1,141616.54818430042,120185.88150190312,0
391,15715668,User_390,642,France,Male,44,4,2,1,0,39661.655542110144,85167.36702651397,0
392,15606102,User_391,636,France,Female,31,5,2,0,0,40888.71301158208,62684.039422167,1
393,15781408,User_392,831,Spain,Male,31,1,2,0,0,69413.5380398988,0.0,0
394,15718015,User_393,518,France,Female,40,0,1,1,0,5972.583139698867,89385.47242526466,1
395,15626641,User_394,411,Spain,Male,43,5,1,0,1,133791.47110762892,0.0,0
396,15765656,User_395,698,Spain,Female,40,8,1,1,1,89653.48268870656,111840.44794955297,0
397,15763817,User_396,791,Germany,Female,39,8,3,1,1,178744.15496251915,125531.44519994246,1
398,15754165,User_397,363,France,Male,33,8,2,1,0,129409.31171739163,0.0,0
399,15797177,User_398,513,France,Female,38,4,1,1,1,140945.0818799284,86570.58209744652,0
400,15703746,User_399,769,France,Female,18,9,1,0,0,134375.21758911104,116123.70661672928,0
401,15782957,User_400,594,France,Female,53,0,2,1,1,83589.04072312132,0.0,0
402,15636631,User_401,684,Germany,Male,39,2,1,1,0,186543.85030401597,127367.08514091189,1
403,15672991,User_402,357,Spain,Male,59,7,2,1,1,182873.40353199237,0.0,0
404,15604014,User_403,503,Spain,Male,50,8,2,1,1,96508.26535606523,0.0,0
405,15611093,User_404,385,France,Female,29,3,1,1,0,155869.7326330479,0.0,0
406,15618070,User_405,397,Spain,Female,34,10,2,1,1,197020.66411987663,0.0,0
407,15635777,User_406,434,France,Female,26,2,1,1,0,66253.97388751686,0.0,0
408,15656958,User_407,377,Spain,Male,31,1,1,0,0,124974.44130882931,112765.00684074698,0
409,15682074,User_408,545,Spain,Male,22,4,1,0,0,113915.17633107655,0.0,0
410,15610729,User_409,795,France,Male,28,1,2,1,0,108159.28734546021,78273.63002375192,0
411,15776089,User_410,557,France,Male,27,10,1,1,0,186625.52580319598,133686.11592533687,0
412,15797392,User_411,819,Germany,Male,46,8,2,1,1,25328.41321454867,71687.86714489991,0
413,15758823,User_412,553,France,Male,21,9,2,1,0,103281.2556542445,0.0,0
414,15705864,User_413,813,France,Female,60,10,1,1,0,5180.643730035734,136702.02266439816,0
415,15730858,User_414,656,France,Male,34,8,1,1,0,61627.8523390924,0.0,0
416,15705510,User_415,453,France,Male,51,2,2,0,0,135016.23978081506,0.0,0
417,15654748,User_416,579,Spain,Female,28,3,2,1,1,156084.00202397004,63562.94298354233,0
418,15605801,User_417,775,Spain,Female,45,8,1,0,1,170854.2653631844,38170.86004807603,0
419,15750262,User_418,450,Germany,Male,23,0,3,0,0,15332.149204096359,150545.65489259176,0
420,15780761,User_419,378,France,Female,23,6,2,1,1,36921.22770522428,0.0,0
421,15782065,User_420,476,Spain,Male,48,1,3,1,1,80306.38792396549,72863.97903469452,0
422,15629592,User_421,687,Germany,Male,36,8,3,1,0,76249.78329549632,91293.50780202865,0
423,15610647,User_422,359,France,Female,36,10,2,1,1,50794.025200538585,0.0,0
424,15739788,User_423,455,France,Female,27,2,2,1,0,187338.64702247494,0.0,0
425,15710627,User_424,516,Germany,Female,29,5,1,1,0,106788.52612905213,140297.7421260479,0
426,15670316,User_425,815,France,Female,22,4,2,1,0,131407.8642309717,35496.86071391931,0
427,15602368,User_426,606,France,Male,32,1,2,0,0,149934.17116079535,56402.18650198416,0
428,15677575,User_427,644,France,Female,40,8,2,1,1,108781.37935496196,106762.33752938645,0
429,15606655,User_428,626,France,Male,38,2,1,1,1,166730.14641722973,122810.51088453425,0
430,15670031,User_429,414,France,Male,38,5,2,1,0,196968.29784369515,70889.74141117922,0
431,15687922,User_430,620,France,Male,18,8,1,1,0,78389.94411309597,67942.4218461331,0
432,15786838,User_431,737,Spain,Male,39,7,2,1,0,128740.42585082879,83623.57743199119,0
433,15724046,User_432,537,France,Female,34,9,1,0,1,63406.003438117536,86811.79889824506,0
434,15744475,User_433,666,Germany,Female,30,4,2,0,0,13809.790670739614,10000.0,0
435,15632097,User_434,753,France,Female,25,5,2,1,1,5424.234496525436,95391.74620953415,0
436,15742038,User_435,487,Germany,Male,44,2,1,0,1,46522.21782485946,57709.53541107628,1
437,15724862,User_436,692,Germany,Female,18,4,1,0,1,32471.49342894686,78969.25351384441,0
438,15718834,User_437,454,Germany,Female,25,5,1,1,0,144455.29323735612,115855.3562859538,1
439,15693848,User_438,383,Germany,Female,39,2,2,1,0,92677.31900937692,76870.61168699575,1
440,15652921,User_439,729,Spain,Male,32,9,1,1,1,108024.27086067502,91798.3763412124,0
441,15780798,User_440,459,Germany,Male,41,1,1,1,1,16366.428562352277,89839.8138503102,0
442,15726141,User_441,781,France,Female,38,9,2,0,1,3891.1408023425406,57304.33823116434,0
443,15781372,User_442,382,France,Female,31,8,1,1,1,87031.73089289613,0.0,0
444,15622677,User_443,703,Germany,Male,21,6,2,0,1,51144.847710865004,121046.33864686795,0
445,15655609,User_444,580,France,Male,45,3,1,1,1,124397.43357558383,122913.61954946289,0
446,15787733,User_445,666,Germany,Female,36,2,1,1,1,102335.07274776291,85533.72929415823,0
447,15631024,User_446,615,Germany,Female,24,3,2,0,1,165686.24249219333,75951.05628814385,0
448,15670313,User_447,531,France,Female,18,8,2,1,1,167709.64283002107,105955.68880261458,0
449,15727813,User_448,689,Germany,Male,41,8,1,0,0,107430.99496549512,164564.2868319399,0
450,15784078,User_449,414,France,Male,31,5,1,1,0,181363.29256460682,116063.47940520725,0
451,15695285,User_450,682,France,Male,26,10,1,0,0,186568.98953907308,101080.19181945988,0
452,15746410,User_451,350,Spain,Female,49,8,1,1,0,48880.336982663226,89507.19830864902,0
453,15799099,User_452,482,France,Male,19,8,1,1,1,195499.44523727588,79834.5743228008,0
454,15713632,User_453,429,Spain,Male,35,5,1,1,1,197185.67378853718,0.0,0
455,15750580,User_454,620,Spain,Male,45,4,1,0,0,13002.337287086426,0.0,0
456,15603051,User_455,590,France,Male,42,10,1,1,1,483.0583877630428,70257.47117168819,0
457,15779819,User_456,377,Germany,Male,24,2,2,1,1,11729.135686856906,94737.43239577822,0
458,15714692,User_457,572,Spain,Male,51,0,2,1,1,69938.82433403622,110119.41578736294,0
459,15687235,User_458,372,France,Female,52,3,1,1,1,161612.09663598888,0.0,0
460,15785093,User_459,845,France,Male,48,0,2,0,1,100917.38420814267,63430.78018912703,0
461,15797484,User_460,458,Germany,Male,29,0,1,1,1,59260.591099950194,73700.25652377063,0
462,15789407,User_461,456,Germany,Male,35,5,1,0,0,11010.406657590509,132168.5736132713,0
463,15787251,User_462,494,France,Female,50,10,1,0,1,79175.21468133375,73601.88509134104,0
464,15763165,User_463,718,France,Male,42,4,2,0,1,7242.241355642557,0.0,0
465,15770806,User_464,703,Germany,Male,31,6,2,1,1,34552.99242674958,66219.51302795467,0
466,15673523,User_465,746,Spain,Male,35,0,2,1,0,175745.93365316137,0.0,0
467,15694476,User_466,747,France,Female,22,0,2,1,1,152327.50288389256,110647.19420800958,0
468,15617019,User_467,488,Spain,Female,49,7,2,1,0,199142.92575497963,0.0,0
469,15683613,User_468,633,France,Male,36,5,1,1,1,178885.5923194784,137086.42330257327,0
470,15686672,User_469,647,Germany,Male,55,7,1,0,1,171144.91587146788,148497.58895469282,1
471,15673847,User_470,829,France,Male,19,5,1,1,0,34957.10883394051,59346.87831662723,0
472,15682750,User_471,448,France,Female,28,5,1,0,1,129668.5253553526,132602.22390135957,1
473,15628251,User_472,666,France,Female,37,9,1,0,1,120110.88047789308,0.0,0
474,15703481,User_473,472,Germany,Male,60,6,2,1,1,183582.67577390428,53247.09856850608,1
475,15712566,User_474,669,Germany,Female,38,1,2,1,1,156205.90062478898,97366.21665300462,1
476,15625945,User_475,636,Spain,Male,30,2,2,0,0,154949.37158648318,105342.0419635923,0
477,15690852,User_476,430,Spain,Female,38,3,2,1,0,64954.330209878826,44825.28481804621,0
478,15632217,User_477,844,France,Female,31,0,2,0,0,24891.680151269436,165815.80482542305,0
479,15608308,User_478,806,Germany,Female,47,8,1,1,1,73817.43940524466,81747.53643327791,0
480,15605949,User_479,359,France,Male,46,8,2,1,0,41694.35904556936,0.0,0
481,15783062,User_480,357,Germany,Male,54,3,1,1,0,145542.81048678135,97400.95755197531,1
482,15732222,User_481,754,France,Male,21,0,1,0,0,91868.82975602387,91808.31215074405,0
483,15700235,User_482,554,France,Male,19,0,1,1,0,46461.21265603759,82505.52765400028,0
484,15674740,User_483,664,Spain,Male,35,5,2,1,1,131600.2360713039,103553.23107655464,0
485,15716352,User_484,783,Germany,Male,46,1,2,0,0,13828.577564923431,67066.26696729193,0
486,15666617,User_485,546,Germany,Male,48,0,2,1,1,183567.91731536854,100086.33759937428,0
487,15616896,User_486,547,Spain,Female,40,9,3,0,1,115666.82974571624,0.0,0
488,15730798,User_487,379,France,Female,46,10,2,0,0,92203.1127472722,126939.74435570434,0
489,15777247,User_488,828,Germany,Male,53,1,2,0,1,49828.67777323586,82491.0871501762,0
490,15738877,User_489,750,France,Male,30,6,1,0,1,109583.2722219438,94818.89460919242,0
491,15605237,User_490,808,Germany,Male,52,3,1,1,1,57440.747119044856,115214.75268645707,0
492,15620056,User_491,369,Spain,Male,52,6,1,1,1,78911.58474160795,140913.79380345333,0
493,15776615,User_492,397,France,Male,32,6,1,1,1,177710.21488748482,154203.8269127277,0
494,15787628,User_493,806,France,Male,28,3,2,1,0,38836.647741434055,127968.7893485417,1
495,15714548,User_494,479,France,Female,45,1,1,1,0,69613.25888882631,63639.1421216573,0
496,15711488,User_495,642,France,Female,57,8,2,1,1,131171.89975564322,140309.13131902547,0
497,15734415,User_496,734,France,Male,29,9,2,0,1,144957.87667698087,71638.35043371106,0
498,15744572,User_497,481,France,Female,57,9,2,0,0,22992.333265001158,0.0,0
499,15784294,User_498,705,France,Male,28,2,1,1,1,187248.09599694135,0.0,0
500,15629375,User_499,403,Spain,Male,35,0,1,1,0,5424.3418140366775,112771.12967749375,0
501,15740734,User_500,727,Germany,Male,26,10,1,1,0,13388.92529003875,169982.65515194042,0
502,15616964,User_501,630,France,Female,42,7,1,0,0,152421.95272609813,0.0,1
503,15713429,User_502,736,France,Male,39,3,2,1,0,154297.27315999486,0.0,0
504,15790710,User_503,614,France,Male,38,8,1,0,0,133221.25724362835,125889.81870984643,0
505,15667215,User_504,819,Spain,Female,31,7,1,1,1,104336.40465564659,0.0,0
506,15669042,User_505,564,Germany,Male,33,10,1,1,0,57734.57279375149,128138.63812734476,0
507,15744356,User_506,809,Spain,Female,37,10,2,1,1,167998.29403482573,69833.67137214814,0
508,15693468,User_507,807,Germany,Female,35,6,2,1,1,139754.02055877825,86083.75621571962,0
509,15792461,User_508,639,Spain,Male,37,8,2,1,1,193610.47124460555,76703.09360550511,0
510,15609435,User_509,392,Spain,Female,23,1,1,1,1,90868.76692033227,0.0,0
511,15785412,User_510,423,France,Female,18,3,1,0,0,94110.84404133819,135100.99358410304,0
512,15775150,User_511,699,Germany,Female,41,4,2,0,1,158279.80982368917,101959.00381589441,0
513,15678832,User_512,627,Germany,Male,41,4,2,1,0,198609.82862025168,91712.67475391427,0
514,15651293,User_513,675,Spain,Female,40,0,1,0,0,179282.3336035015,92825.83915567088,0
515,15678781,User_514,591,Germany,Male,43,8,2,1,0,59502.756886710784,45046.21434483112,0
516,15791475,User_515,479,France,Female,33,8,2,0,0,190723.95217993468,87771.38243623065,0
517,15760196,User_516,699,Germany,Male,34,4,1,1,1,39601.71080175838,102222.91992819533,0
518,15643919,User_517,543,France,Male,33,9,1,1,1,84294.96299450076,0.0,0
519,15766319,User_518,381,France,Male,19,2,2,1,1,177389.11492741466,0.0,0
520,15721172,User_519,455,France,Male,43,7,2,1,1,62696.02406909251,109783.237171178,1
521,15694758,User_520,749,Germany,Male,45,6,1,1,1,70453.11001358007,60080.82437373105,0
522,15793824,User_521,553,Germany,Male,47,4,1,1,0,198953.2511811322,111984.1782479317,0
523,15656573,User_522,350,Germany,Male,34,0,2,1,1,90209.54496925375,109788.81906698285,0
524,15659101,User_523,594,Germany,Male,30,6,2,0,1,189491.31812042074,136070.87796969642,0
525,15626646,User_524,421,France,Male,33,10,2,1,1,54813.46966353845,102883.95176187527,0
526,15704185,User_525,781,Germany,Male,32,0,2,1,0,100170.32773674469,104394.3644846554,1
527,15623049,User_526,655,Germany,Female,18,0,1,1,0,76554.80559668972,112645.91954995118,0
